CPTCode,CPTLongDesc
21154,"Reconstruction midface, LeFort III (extracranial), any type, requiring bone grafts (includes obtaining autografts); without LeFort I"
21155,"Reconstruction midface, LeFort III (extracranial), any type, requiring bone grafts (includes obtaining autografts); with LeFort I"
21159,"Reconstruction midface, LeFort III (extra and intracranial) with forehead advancement (eg, mono bloc), requiring bone grafts (includes obtaining autografts); without LeFort I"
21160,"Reconstruction midface, LeFort III (extra and intracranial) with forehead advancement (eg, mono bloc), requiring bone grafts (includes obtaining autografts); with LeFort I"
21172,"Reconstruction superior-lateral orbital rim and lower forehead, advancement or alteration, with or without grafts (includes obtaining autografts)"
21175,"Reconstruction, bifrontal, superior-lateral orbital rims and lower forehead, advancement or alteration (eg, plagiocephaly, trigonocephaly, brachycephaly), with or without grafts (includes obtaining autografts)"
21179,"Reconstruction, entire or majority of forehead and/or supraorbital rims; with grafts (allograft or prosthetic material)"
21180,"Reconstruction, entire or majority of forehead and/or supraorbital rims; with autograft (includes obtaining grafts)"
21181,"Reconstruction by contouring of benign tumor of cranial bones (eg, fibrous dysplasia), extracranial"
21182,"Reconstruction of orbital walls, rims, forehead, nasoethmoid complex following intra- and extracranial excision of benign tumor of cranial bone (eg, fibrous dysplasia), with multiple autografts (includes obtaining grafts); total area of bone grafting less than 40 sq cm"
21183,"Reconstruction of orbital walls, rims, forehead, nasoethmoid complex following intra- and extracranial excision of benign tumor of cranial bone (eg, fibrous dysplasia), with multiple autografts (includes obtaining grafts); total area of bone grafting greater than 40 sq cm but less than 80 sq cm"
21184,"Reconstruction of orbital walls, rims, forehead, nasoethmoid complex following intra- and extracranial excision of benign tumor of cranial bone (eg, fibrous dysplasia), with multiple autografts (includes obtaining grafts); total area of bone grafting greater than 80 sq cm"
21188,"Reconstruction midface, osteotomies (other than LeFort type) and bone grafts (includes obtaining autografts)"
21193,"Reconstruction of mandibular rami, horizontal, vertical, C, or L osteotomy; without bone graft"
21194,"Reconstruction of mandibular rami, horizontal, vertical, C, or L osteotomy; with bone graft (includes obtaining graft)"
21195,"Reconstruction of mandibular rami and/or body, sagittal split; without internal rigid fixation"
21196,"Reconstruction of mandibular rami and/or body, sagittal split; with internal rigid fixation"
21198,"Osteotomy, mandible, segmental"
21199,"Osteotomy, mandible, segmental; with genioglossus advancement"
21200,DELETED CODE
21202,DELETED CODE
21203,DELETED CODE
21204,DELETED CODE
21206,"Osteotomy, maxilla, segmental (eg, Wassmund or Schuchard)"
21207,DELETED CODE
21208,"Osteoplasty, facial bones; augmentation (autograft, allograft, or prosthetic implant)"
21209,"Osteoplasty, facial bones; reduction"
21210,"Graft, bone; nasal, maxillary or malar areas (includes obtaining graft)"
21215,"Graft, bone; mandible (includes obtaining graft)"
21230,"Graft; rib cartilage, autogenous, to face, chin, nose or ear (includes obtaining graft)"
21235,"Graft; ear cartilage, autogenous, to nose or ear (includes obtaining graft)"
21239,DELETED CODE
21240,"Arthroplasty, temporomandibular joint, with or without autograft (includes obtaining graft)"
21241,DELETED CODE
21242,"Arthroplasty, temporomandibular joint, with allograft"
21243,"Arthroplasty, temporomandibular joint, with prosthetic joint replacement"
21244,"Reconstruction of mandible, extraoral, with transosteal bone plate (eg, mandibular staple bone plate)"
21245,"Reconstruction of mandible or maxilla, subperiosteal implant; partial"
21246,"Reconstruction of mandible or maxilla, subperiosteal implant; complete"
21247,"Reconstruction of mandibular condyle with bone and cartilage autografts (includes obtaining grafts) (eg, for hemifacial microsomia)"
21248,"Reconstruction of mandible or maxilla, endosteal implant (eg, blade, cylinder); partial"
21249,"Reconstruction of mandible or maxilla, endosteal implant (eg, blade, cylinder); complete"
21250,DELETED CODE
21254,DELETED CODE
21255,Reconstruction of zygomatic arch and glenoid fossa with bone and cartilage (includes obtaining autografts)
21256,"Reconstruction of orbit with osteotomies (extracranial) and with bone grafts (includes obtaining autografts) (eg, micro-ophthalmia)"
21260,"Periorbital osteotomies for orbital hypertelorism, with bone grafts; extracranial approach"
21261,"Periorbital osteotomies for orbital hypertelorism, with bone grafts; combined intra- and extracranial approach"
21263,"Periorbital osteotomies for orbital hypertelorism, with bone grafts; with forehead advancement"
21267,"Orbital repositioning, periorbital osteotomies, unilateral, with bone grafts; extracranial approach"
21268,"Orbital repositioning, periorbital osteotomies, unilateral, with bone grafts; combined intra- and extracranial approach"
21270,"Malar augmentation, prosthetic material"
21275,Secondary revision of orbitocraniofacial reconstruction
21280,Medial canthopexy (separate procedure)
21282,Lateral canthopexy
21295,"Reduction of masseter muscle and bone (eg, for treatment of benign masseteric hypertrophy); extraoral approach"
21296,"Reduction of masseter muscle and bone (eg, for treatment of benign masseteric hypertrophy); intraoral approach"
21299,Unlisted craniofacial and maxillofacial procedure
21300,CLTX SKL FX W/O OPRATION
21310,Closed treatment of nasal bone fracture without manipulation
21315,Closed treatment of nasal bone fracture; without stabilization
21320,Closed treatment of nasal bone fracture; with stabilization
21325,Open treatment of nasal fracture; uncomplicated
21330,"Open treatment of nasal fracture; complicated, with internal and/or external skeletal fixation"
21335,Open treatment of nasal fracture; with concomitant open treatment of fractured septum
21336,"Open treatment of nasal septal fracture, with or without stabilization"
21337,"Closed treatment of nasal septal fracture, with or without stabilization"
21338,Open treatment of nasoethmoid fracture; without external fixation
21339,Open treatment of nasoethmoid fracture; with external fixation
21340,"Percutaneous treatment of nasoethmoid complex fracture, with splint, wire or headcap fixation, including repair of canthal ligaments and/or the nasolacrimal apparatus"
21343,Open treatment of depressed frontal sinus fracture
21344,"Open treatment of complicated (eg, comminuted or involving posterior wall) frontal sinus fracture, via coronal or multiple approaches"
21345,"Closed treatment of nasomaxillary complex fracture (LeFort II type), with interdental wire fixation or fixation of denture or splint"
21346,Open treatment of nasomaxillary complex fracture (LeFort II type); with wiring and/or local fixation
21347,Open treatment of nasomaxillary complex fracture (LeFort II type); requiring multiple open approaches
21348,Open treatment of nasomaxillary complex fracture (LeFort II type); with bone grafting (includes obtaining graft)
21350,DELETED CODE
21355,"Percutaneous treatment of fracture of malar area, including zygomatic arch and malar tripod, with manipulation"
21356,"Open treatment of depressed zygomatic arch fracture (eg, Gillies approach)"
21360,"Open treatment of depressed malar fracture, including zygomatic arch and malar tripod"
21365,"Open treatment of complicated (eg, comminuted or involving cranial nerve foramina) fracture(s) of malar area, including zygomatic arch and malar tripod; with internal fixation and multiple surgical approaches"
21366,"Open treatment of complicated (eg, comminuted or involving cranial nerve foramina) fracture(s) of malar area, including zygomatic arch and malar tripod; with bone grafting (includes obtaining graft)"
21380,DELETED CODE
21385,Open treatment of orbital floor blowout fracture; transantral approach (Caldwell-Luc type operation)
21386,Open treatment of orbital floor blowout fracture; periorbital approach
21387,Open treatment of orbital floor blowout fracture; combined approach
21390,"Open treatment of orbital floor blowout fracture; periorbital approach, with alloplastic or other implant"
21395,Open treatment of orbital floor blowout fracture; periorbital approach with bone graft (includes obtaining graft)
21400,"Closed treatment of fracture of orbit, except blowout; without manipulation"
21401,"Closed treatment of fracture of orbit, except blowout; with manipulation"
21406,"Open treatment of fracture of orbit, except blowout; without implant"
21407,"Open treatment of fracture of orbit, except blowout; with implant"
21408,"Open treatment of fracture of orbit, except blowout; with bone grafting (includes obtaining graft)"
21420,DELETED CODE
21421,"Closed treatment of palatal or maxillary fracture (LeFort I type), with interdental wire fixation or fixation of denture or splint"
21422,Open treatment of palatal or maxillary fracture (LeFort I type)
21423,"Open treatment of palatal or maxillary fracture (LeFort I type); complicated (comminuted or involving cranial nerve foramina), multiple approaches"
21431,Closed treatment of craniofacial separation (LeFort III type) using interdental wire fixation of denture or splint
21432,Open treatment of craniofacial separation (LeFort III type); with wiring and/or internal fixation
21433,"Open treatment of craniofacial separation (LeFort III type); complicated (eg, comminuted or involving cranial nerve foramina), multiple surgical approaches"
21435,"Open treatment of craniofacial separation (LeFort III type); complicated, utilizing internal and/or external fixation techniques (eg, head cap, halo device, and/or intermaxillary fixation)"
21436,"Open treatment of craniofacial separation (LeFort III type); complicated, multiple surgical approaches, internal fixation, with bone grafting (includes obtaining graft)"
21440,Closed treatment of mandibular or maxillary alveolar ridge fracture (separate procedure)
21445,Open treatment of mandibular or maxillary alveolar ridge fracture (separate procedure)
